Date,Open,High,Low,Close,Adj Close,Volume
2017-11-01,42.467499,42.485001,41.4025,41.7225,39.531807,134551200
2017-11-02,41.650002,42.125,41.32,42.0275,39.820793,165573600
2017-11-03,43.5,43.564999,42.779999,43.125,40.860649,237594400
2017-11-06,43.092499,43.747501,42.93,43.5625,41.275181,140105200
2017-11-07,43.477501,43.8125,43.400002,43.702499,41.407837,97446000
2017-11-08,43.665001,44.060001,43.5825,44.060001,41.746567,97638000
2017-11-09,43.7775,44.025002,43.285,43.970001,41.661304,117930400
2017-11-10,43.7775,43.845001,43.567501,43.6675,41.523411,100582000
2017-11-13,43.375,43.625,43.349998,43.4925,41.356995,67928400
2017-11-14,43.259998,43.369999,42.794998,42.834999,40.731792,99130000
2017-11-15,42.4925,42.580002,42.095001,42.27,40.194527,116632400
2017-11-16,42.794998,42.967499,42.575001,42.775002,40.674736,94550000
2017-11-17,42.759998,42.8475,42.41,42.537498,40.448895,87598000
2017-11-20,42.572498,42.639999,42.389999,42.494999,40.408482,65049600
2017-11-21,42.695,43.424999,42.695,43.285,41.159691,100525200
2017-11-22,43.34,43.75,43.262501,43.740002,41.592361,102355600
2017-11-27,43.762501,43.77,43.334999,43.522499,41.385536,82867200
2017-11-28,43.575001,43.717499,42.965,43.267502,41.143051,105715200
2017-11-29,43.157501,43.23,41.790001,42.369999,40.289619,166665600
2017-11-30,42.607498,43.035,42.110001,42.962502,40.853035,166108800
2017-12-01,42.487499,42.9175,42.125,42.762501,40.662849,159037200
2017-12-04,43.119999,43.154999,42.407501,42.450001,40.365696,130169600
2017-12-05,42.264999,42.880001,42.099998,42.41,40.327648,109400800
2017-12-06,41.875,42.549999,41.615002,42.252499,40.177895,114240000
2017-12-07,42.2575,42.610001,42.227501,42.330002,40.251587,102693200
2017-12-08,42.622501,42.75,42.205002,42.342499,40.26347,93420800
2017-12-11,42.299999,43.2225,42.197498,43.1675,41.047966,141095200
2017-12-12,43.037498,43.0975,42.865002,42.924999,40.817375,77636800
2017-12-13,43.125,43.384998,43.0,43.067501,40.952877,95273600
2017-12-14,43.099998,43.282501,42.912498,43.055,40.94099,81906000
2017-12-15,43.407501,43.5425,43.115002,43.4925,41.356995,160677200
2017-12-18,43.720001,44.299999,43.715,44.105,41.939434,117684400
2017-12-19,43.7575,43.8475,43.522499,43.634998,41.492508,109745600
2017-12-20,43.717499,43.855,43.3125,43.587502,41.44735,93902400
2017-12-21,43.5425,44.005001,43.525002,43.752499,41.604244,83799600
2017-12-22,43.669998,43.855,43.625,43.752499,41.604244,65397600
2017-12-26,42.700001,42.8675,42.419998,42.642502,40.54874,132742000
2017-12-27,42.525002,42.695,42.427502,42.650002,40.555878,85992800
2017-12-28,42.75,42.962502,42.619999,42.77,40.669987,65920800
2017-12-29,42.630001,42.647499,42.305,42.307499,40.230186,103999600
2018-01-02,42.540001,43.075001,42.314999,43.064999,40.950497,102223600
2018-01-03,43.1325,43.637501,42.990002,43.057499,40.943356,118071600
2018-01-04,43.134998,43.3675,43.02,43.2575,41.133545,89738400
2018-01-05,43.360001,43.842499,43.262501,43.75,41.601868,94640000
2018-01-08,43.587502,43.9025,43.482498,43.587502,41.44735,82271200
2018-01-09,43.637501,43.764999,43.352501,43.5825,41.442585,86336000
2018-01-10,43.290001,43.575001,43.25,43.572498,41.433083,95839600
2018-01-11,43.647499,43.872501,43.622501,43.82,41.668427,74670800
2018-01-12,44.044998,44.34,43.912498,44.272499,42.098705,101672400
2018-01-16,44.474998,44.8475,44.035,44.047501,41.884754,118263600
2018-01-17,44.037498,44.8125,43.767502,44.775002,42.576534,137547200
2018-01-18,44.842499,45.025002,44.5625,44.814999,42.614578,124773600
2018-01-19,44.6525,44.895,44.352501,44.615002,42.424393,129700400
2018-01-22,44.325001,44.445,44.150002,44.25,42.077316,108434400
2018-01-23,44.325001,44.860001,44.205002,44.259998,42.086826,130756400
2018-01-24,44.3125,44.325001,43.299999,43.555,41.416435,204420400
2018-01-25,43.627499,43.737499,42.6325,42.7775,40.677113,166116000
2018-01-26,43.0,43.0,42.514999,42.877499,40.772209,156572000
2018-01-29,42.540001,42.540001,41.767502,41.990002,39.92828,202561600
2018-01-30,41.3825,41.842499,41.174999,41.7425,39.692924,184192800
2018-01-31,41.717499,42.110001,41.625,41.857498,39.802288,129915600
2018-02-01,41.7925,42.154999,41.689999,41.945,39.885487,188923200
2018-02-07,40.772499,40.849998,39.767502,39.884998,37.92664,206434400
2018-02-08,40.072498,40.25,38.7575,38.787498,36.883018,217562000
2018-02-12,39.625,40.9725,39.377499,40.677502,38.837929,243278000
2018-02-13,40.487499,41.1875,40.412498,41.084999,39.227005,130196800
2018-02-14,40.759998,41.884998,40.720001,41.842499,39.950237,162579600
2018-02-15,42.447498,43.272499,42.25,43.247501,41.29171,204588800
2018-02-16,43.09,43.705002,42.942501,43.107498,41.158031,160704400
2018-02-20,43.012501,43.564999,42.855,42.962502,41.019596,135722000
2018-02-21,43.2075,43.529999,42.752499,42.767502,40.833412,149886400
2018-02-22,42.950001,43.487499,42.927502,43.125,41.17474,123967600
2018-02-23,43.4175,43.912498,43.384998,43.875,41.89082,135249600
2018-02-26,44.087502,44.8475,44.052502,44.7425,42.71909,152648800
2018-02-27,44.775002,45.119999,44.540001,44.5975,42.580654,155712400
2018-02-28,44.814999,45.154999,44.512501,44.529999,42.516205,151128400
2018-03-01,44.634998,44.945,43.165001,43.75,41.771473,195208000
2018-03-02,43.200001,44.075001,43.112499,44.052502,42.060303,153816000
2018-03-05,43.802502,44.435001,43.630001,44.205002,42.205906,113605600
2018-03-06,44.477501,44.5625,44.032501,44.1675,42.170097,95154000
2018-03-07,43.735001,43.962502,43.567501,43.7575,41.778633,126814000
2018-03-08,43.869999,44.279999,43.767502,44.235001,42.234547,95096400
2018-03-09,44.490002,45.0,44.3475,44.994999,42.960178,128740800
2018-03-12,45.072498,45.5975,45.052502,45.43,43.375504,128828400
2018-03-13,45.647499,45.875,44.810001,44.9925,42.957794,126774000
2018-03-14,45.080002,45.130001,44.452499,44.610001,42.592579,117473600
2018-03-15,44.625,45.060001,44.517502,44.662498,42.642715,90975200
2018-03-16,44.662498,44.779999,44.404999,44.505001,42.49234,157618800
2018-03-19,44.330002,44.3675,43.415001,43.825001,41.843086,133787200
2018-03-20,43.810001,44.200001,43.735001,43.810001,41.82877,78597600
2018-03-21,43.759998,43.772499,42.814999,42.817501,40.881145,148219600
2018-03-22,42.5,43.169998,42.150002,42.212502,40.303513,165963200
2018-03-23,42.0975,42.48,41.235001,41.235001,39.370216,164115200
2018-03-26,42.017502,43.275002,41.610001,43.192501,41.239185,150164800
2018-03-27,43.419998,43.787498,41.73,42.084999,40.181774,163690400
2018-03-28,41.8125,42.505001,41.297501,41.619999,39.737804,166674000
2018-03-29,41.952499,42.9375,41.724998,41.945,40.048107,153594000
2018-04-02,41.66,42.235001,41.1175,41.669998,39.785549,150347200
2018-04-03,41.91,42.1875,41.220001,42.0975,40.193714,121112000
2018-04-04,41.220001,43.002499,41.192501,42.9025,40.962307,138422000
2018-04-05,43.145,43.557499,43.02,43.200001,41.246349,107732800
2018-04-06,42.7425,43.119999,42.049999,42.095001,40.191319,140021200
2018-04-09,42.470001,43.272499,42.462502,42.512501,40.589939,116070800
2018-04-10,43.25,43.5,42.8825,43.3125,41.35376,113634400
2018-04-11,43.057499,43.48,42.924999,43.110001,41.160431,89726400
2018-04-12,43.352501,43.75,43.259998,43.535,41.5662,91557200
2018-04-13,43.695,43.959999,43.462502,43.682499,41.707035,100497200
2018-04-16,43.7575,44.047501,43.7075,43.955002,41.967213,86313600
2018-04-17,44.122501,44.735001,44.102501,44.560001,42.544842,106421600
2018-04-18,44.452499,44.705002,44.220001,44.459999,42.449368,83018000
2018-04-19,43.439999,43.8475,43.165001,43.200001,41.246349,139235200
2018-04-20,42.650002,42.805,41.357498,41.43,39.556396,261964400
2018-04-23,41.7075,41.73,41.022499,41.310001,39.441833,146062000
2018-04-24,41.4175,41.5825,40.305,40.735001,38.89283,134768000
2018-04-25,40.654999,41.355,40.602501,40.912498,39.062294,113528400
2018-04-26,41.029999,41.432499,40.842499,41.055,39.198349,111852000
2018-04-27,41.0,41.0825,40.157501,40.580002,38.744846,142623200
2018-04-30,40.532501,41.814999,40.459999,41.314999,39.446594,169709600
2018-05-01,41.602501,42.299999,41.317501,42.275002,40.363182,214277600
2018-05-02,43.807499,44.4375,43.450001,44.142502,42.146229,266157600
2018-05-03,43.970001,44.375,43.610001,44.2225,42.222607,136272800
2018-05-04,44.5625,46.0625,44.5425,45.9575,43.87915,224805200
2018-05-07,46.294998,46.9175,46.1875,46.290001,44.196606,169805600
2018-05-08,46.247501,46.555,45.9175,46.512501,44.409054,113611200
2018-05-09,46.637501,46.849998,46.305,46.84,44.721733,92844800
2018-05-10,46.935001,47.592499,46.912498,47.509998,45.361431,111957200
2018-05-11,47.372501,47.514999,46.862499,47.147499,45.188915,104848800
2018-05-14,47.252499,47.3825,46.965,47.037498,45.083481,83115200
2018-05-15,46.695,46.767502,46.275002,46.610001,44.673744,94780800
2018-05-16,46.517502,47.115002,46.5,47.044998,45.090675,76732400
2018-05-17,47.0,47.227501,46.59,46.747501,44.805527,69176000
2018-05-18,46.797501,46.952499,46.532501,46.577499,44.642601,73190800
2018-05-21,47.0,47.317501,46.727501,46.907501,44.958893,73603200
2018-05-22,47.095001,47.220001,46.695,46.790001,44.846264,60962800
2018-05-23,46.587502,47.125,46.439999,47.09,45.133812,80233600
2018-05-24,47.192501,47.209999,46.552502,47.037498,45.083481,92936000
2018-05-25,47.057499,47.412498,46.912498,47.145,45.186523,69844000
2018-05-29,46.900002,47.1875,46.717499,46.974998,45.023582,90056400
2018-05-30,46.93,47.0,46.695,46.875,44.927734,74762000
2018-05-31,46.805,47.057499,46.535,46.717499,44.776787,109931200
2018-06-01,46.997501,47.564999,46.9375,47.560001,45.584282,93770000
2018-06-04,47.91,48.355,47.837502,47.9575,45.965267,105064800
2018-06-05,48.267502,48.485001,48.09,48.327499,46.319889,86264000
2018-06-06,48.407501,48.52,47.98,48.494999,46.480442,83734400
2018-06-07,48.535,48.549999,48.084999,48.365002,46.355839,85388800
2018-06-08,47.7925,48.0,47.442501,47.924999,45.934116,106627200
2018-06-11,47.837502,47.9925,47.552502,47.807499,45.821491,73234000
2018-06-12,47.8475,48.1525,47.787498,48.07,46.073093,67644400
2018-06-13,48.105,48.220001,47.610001,47.674999,45.6945,86553600
2018-06-14,47.887501,47.892502,47.555,47.700001,45.718464,86440400
2018-06-15,47.5075,47.540001,47.064999,47.209999,45.248814,246876800
2018-06-18,46.970001,47.305,46.799999,47.185001,45.224857,73939600
2018-06-19,46.285,46.5825,45.862499,46.422501,44.494038,134314000
2018-06-20,46.587502,46.799999,46.432499,46.625,44.688118,82514800
2018-06-21,46.8125,47.087502,46.235001,46.365002,44.438923,102847600
2018-06-22,46.529999,46.537498,46.174999,46.23,44.309525,108801600
2018-06-25,45.849998,46.23,45.182499,45.5425,43.650593,126652400
2018-06-26,45.747501,46.6325,45.634998,46.107498,44.192112,98276800
2018-06-27,46.307499,46.82,46.0075,46.040001,44.127422,101141200
2018-06-28,46.025002,46.552502,45.950001,46.375,44.448505,69460800
2018-06-29,46.572498,46.797501,45.727501,46.2775,44.355053,90950800
2018-07-02,45.955002,46.825001,45.855,46.794998,44.851055,70925200
2018-07-05,46.314999,46.602501,46.07,46.349998,44.424545,66416800
2018-07-06,46.355,47.107498,46.299999,46.9925,45.040348,69940800
2018-07-09,47.375,47.669998,47.325001,47.645,45.665752,79026400
2018-07-10,47.677502,47.82,47.544998,47.587502,45.610645,63756400
2018-07-11,47.125,47.445,46.9025,46.970001,45.018791,75326000
2018-07-12,47.3825,47.852501,47.327499,47.7575,45.773571,72164400
2018-07-16,47.880001,48.162498,47.605,47.727501,45.744823,60172400
2018-07-17,47.4375,47.967499,47.299999,47.862499,45.874214,62138000
2018-07-18,47.945,47.950001,47.482498,47.599998,45.622616,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,45.977249,81147200
2018-07-20,47.945,48.107498,47.5425,47.860001,45.871819,82704800
2018-07-23,47.669998,47.990002,47.389999,47.9025,45.912548,63957600
2018-07-24,48.112499,48.415001,48.012501,48.25,46.245621,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,46.681717,66839600
2018-07-26,48.6525,48.990002,48.4025,48.552502,46.535545,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,45.761597,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.505207,84118000
2018-07-31,47.575001,48.035,47.334999,47.572498,45.596256,157492000
2018-08-02,50.145,52.095001,50.087502,51.8475,49.693668,249616000
2018-08-03,51.7575,52.185001,51.369999,51.997501,49.83744,133789600
2018-08-06,52.0,52.3125,51.767502,52.267502,50.09623,101701600
2018-08-07,52.330002,52.375,51.689999,51.7775,49.626575,102349600
2018-08-08,51.512501,51.952499,51.130001,51.8125,49.660118,90102000
2018-08-09,52.3825,52.445,51.799999,52.220001,50.050701,93970400
2018-08-10,51.84,52.275002,51.6675,51.8825,49.901611,98444800
2018-08-13,52.327499,52.737499,51.924999,52.217499,50.223824,103563600
2018-08-14,52.540001,52.639999,52.064999,52.4375,50.435429,82992000
2018-08-15,52.305,52.685001,52.0825,52.560001,50.553242,115230400
2018-08-16,52.9375,53.452499,52.8675,53.330002,51.293854,114001600
2018-08-17,53.360001,54.487499,53.290001,54.395,52.318184,141708000
2018-08-20,54.525002,54.794998,53.7775,53.865002,51.808434,121150800
2018-08-21,54.200001,54.297501,53.5075,53.759998,51.707436,104639200
2018-08-22,53.525002,54.09,53.459999,53.762501,51.709839,76072400
2018-08-23,53.662498,54.262501,53.650002,53.872501,51.815639,75532800
2018-08-24,54.150002,54.224998,53.7775,54.040001,51.976746,73905600
2018-08-27,54.287498,54.685001,54.0825,54.485001,52.404751,82100400
2018-08-28,54.752499,55.134998,54.73,54.924999,52.82795,91107200
2018-08-29,55.037498,55.872501,54.852501,55.744999,53.61665,109019200
2018-08-30,55.8125,57.064999,55.599998,56.2575,54.109581,195175200
2018-08-31,56.627499,57.217499,56.5,56.907501,54.734749,173360400
2018-09-04,57.102501,57.294998,56.657501,57.09,54.910297,109560400
2018-09-05,57.247501,57.4175,56.275002,56.717499,54.552021,133332000
2018-09-06,56.557499,56.837502,55.325001,55.775002,53.645496,137160000
2018-09-07,55.462502,56.342499,55.177502,55.325001,53.212677,150479200
2018-09-10,55.237499,55.462502,54.1175,54.5825,52.498531,158066000
2018-09-11,54.502499,56.075001,54.139999,55.962502,53.825848,142996000
2018-09-12,56.235001,56.25,54.959999,55.267502,53.157379,197114800
2018-09-13,55.880001,57.087502,55.642502,56.602501,54.441399,166825600
2018-09-14,56.4375,56.709999,55.630001,55.959999,53.823444,127997200
2018-09-17,55.537498,55.737499,54.317501,54.470001,52.390327,148780400
2018-09-18,54.447498,55.462502,54.279999,54.560001,52.476879,126286800
2018-09-19,54.625,54.904999,53.825001,54.592499,52.508148,108495200
2018-09-20,55.060001,55.57,54.787498,55.0075,52.907303,106435200
2018-09-24,54.205002,55.314999,54.157501,55.197498,53.090042,110773600
2018-09-25,54.9375,55.705002,54.924999,55.547501,53.426685,98217600
2018-09-26,55.25,55.9375,54.939999,55.105,53.00108,95938800
2018-09-27,55.955002,56.610001,55.884998,56.237499,54.09034,120724800
2018-09-28,56.197498,56.459999,56.005001,56.435001,54.2803,91717600
2018-10-01,56.987499,57.355,56.587502,56.814999,54.64579,94403200
2018-10-02,56.8125,57.5,56.657501,57.32,55.131508,99152800
2018-10-03,57.512501,58.3675,57.445,58.017502,55.80238,114619200
2018-10-04,57.695,58.087502,56.682499,56.997501,54.82132,128168000
2018-10-05,56.990002,57.102501,55.145,56.072498,53.931637,134322000
